user_id,resource_id
1081301,551
1467970,749
190507,552
745648,551
1677566,741
639378,513
204195,551
654631,361
173117,523
717945,356
725913,553
982303,551
707133,516
1012695,515
1281273,502
985422,490
951270,515
422944,363
1005236,514
1028261,551
1009986,507
923771,502
1092216,551
1016118,523
1082816,551
974121,357
186863,523
933441,490
186884,519
1659111,363
422944,563
1152226,572
1869941,753
1024372,507
741568,572
949163,508
1086112,357
1246118,503
912414,366
1016214,502
1017118,514
922492,365
893080,523
948066,357
706482,519
953224,356
1672543,363
1116013,502
714548,551
713573,551
1017828,518
1014100,489
190421,523
206880,741
1080339,551
1080051,508
1592754,504
1116137,507
1422708,566
179933,519
901431,551
482072,363
910869,551
185996,515
201034,664
1080535,516
1015463,356
1369714,566
1115975,489
1125467,551
1017490,516
114515,516
182805,551
719602,672
199076,750
1138373,551
1115613,504
1142952,551
717034,551
221885,552
225777,511
207213,515
972215,518
1138781,514
719581,791
1129619,551
1096593,551
602198,551
929448,518
1206729,551
1484033,489
704419,516
1032477,502
1452896,514
707274,552
1260273,490
1091934,551
1027280,551
1091462,507
360672,745
205809,745
1001635,568
1091414,551
1509663,489
1799221,566
168073,571
1115440,507
698699,551
1596008,551
1672715,507
1748191,566
1102187,515
973691,515
1790547,840
1005956,572
1466208,745
423513,514
210528,752
1080758,552
1017561,741
193844,361
1869958,794
1205618,523
1265969,551
1624332,809
723514,757
715142,1100
174328,508
1164801,749
103266,514
209735,507
103266,356
1672543,511
103266,502
1014550,490
718976,357
595123,519
1559139,572
405835,516
730489,551
1017759,363
1081963,508
1797976,840
797056,357
1476496,551
811201,364
1129744,551
514067,366
1016959,490
698194,489
1160140,791
709715,572
213681,551
164573,517
1105166,552
1017822,489
177823,515
682318,562
358026,552
742298,519
1164203,764
642821,366
1216012,1103
199236,519
1094529,551
1092977,551
1174910,551
1305778,749
1159090,513
693762,551
1018038,551
1152226,504
589263,745
105133,551
170609,776
182656,551
709596,551
912351,368
473723,742
1355062,504
103178,745
737229,791
1846147,566
1016118,507
709756,791
165236,489
1659407,490
1078193,551
692648,551
1006293,361
1085493,552
935550,368
1121575,551
197512,357
115907,489
1011664,515
1000214,489
1091217,507
1015781,511
1017950,515
1129713,551
1220711,551
410267,552
1083902,551
1084016,490
868960,765
1808687,490
201261,551
1052862,750
638428,490
1006293,356
1780253,794
1484259,551
1596058,551
972576,490
643027,566
197435,513
1600904,750
1278044,794
690265,519
1484281,551
1680349,569
687907,367
173996,553
1088231,551
482072,515
1011669,513
1105656,1146
178233,551
190439,551
1052210,551
406514,489
191131,519
1017828,490
1018067,516
1148697,551
1080642,551
1754495,490
1627729,490
1017921,507
999000,490
1470199,776
1015628,513
1296405,490
192348,551
712271,358
601825,551
169033,551
675309,502
1066305,514
752434,515
1011220,508
1109977,515
215762,489
1090649,490
977012,511
1484414,551
195892,553
999607,368
1069014,515
208105,516
710412,489
1049454,518
192194,552
938277,749
1557554,564
1266697,741
1266727,551
1260418,749
792861,523
1022202,745
1129855,551
728451,552
951123,515
162373,551
542372,356
1073610,515
1094638,551
934096,523
1265880,745
1093491,489
1625166,566
1094979,360
1076916,551
420636,502
145412,553
1083475,551
1130167,514
1083903,551
1083964,490
930425,551
887558,523
739331,516
1248717,490
202620,551
1018387,368
929554,516
1176505,489
1260322,551
1576676,750
423206,749
1364150,356
223265,518
391358,503
1095156,489
177227,523
1130167,840
1602584,551
1031736,519
1565441,504
1082283,551
111355,750
714278,366
1659548,794
1484566,566
1013556,508
1266920,551
1081186,490
169192,515
197961,489
207035,553
874067,523
724969,489
1674321,490
1103553,523
1096313,507
706557,368
164411,504
710732,490
186863,551
1660937,569
1077777,490
182284,551
932771,489
1080536,504
200576,517
724065,523
1267018,570
1130167,502
410267,551
187265,515
792861,764
1557403,507
169869,551
1012631,489
1017912,514
1096243,551
305113,552
874067,551
711160,551
157432,523
1096005,515
1424601,511
1046427,509
185933,745
1569467,745
653917,511
688692,489
183000,518
201021,551
167353,552
1036469,551
226492,515
638988,551
1068218,551
1028065,514
1037927,364
104055,571
1817023,829
1756396,809
1089980,551
186149,519
1098241,508
588579,572
106929,551
2089248,566
639193,507
1124689,523
1602573,749
1023165,368
1828962,840
1869113,572
988878,368
1028213,502
1094976,508
1826026,569
1079009,504
1017561,515
1095055,511
1094302,489
1267222,566
1774895,814
244591,507
1112660,517
1129610,490
1128404,551
1267244,502
1680564,566
1159157,504
940915,357
1018496,489
1129987,507
425067,551
1149651,1147
186258,515
740362,551
1095920,517
82184,490
1128431,749
1302111,504
1324151,514
1130061,507
1256454,566
1057399,551
192462,523
1374733,551
211107,552
1571721,745
927090,367
733681,523
182009,523
1019451,518
996097,490
908206,367
1242634,566
722465,572
1251622,776
907583,566
1423423,551
1540404,566
933717,518
954524,749
1128638,490
702304,489
1044229,490
892602,515
1016220,511
731485,357
104232,551
1266226,551
1799402,552
105133,489
1577211,490
1130149,357
1020260,523
721605,664
1267516,490
747823,551
1096117,504
1096238,551
792861,514
1096113,490
715538,551
1267708,514
106286,515
1008784,368
1618739,809
1035769,516
1602598,511
195668,489
1066444,490
188966,515
1083911,551
745513,515
800028,367
1017950,551
1165258,744
1320122,490
686227,358
915730,551
951006,502
822171,551
1086853,551
1436764,551
1015116,502
745666,551
208526,358
1093859,552
1096146,364
1870370,566
1484886,551
1018155,368
188230,570
1557590,551
1006832,490
711026,523
1119054,745
1557554,514
701944,523
716903,552
717365,553
1016876,518
869141,523
1130183,517
1136946,570
1565441,764
725760,523
628805,514
1004241,359
1164585,551
104586,516
859416,552
724001,490
1019424,516
1799410,840
1176668,664
1001426,503
1078401,507
1130278,551
720018,552
1096551,551
206628,551
187265,502
1320152,516
1769276,566
394316,504
1072421,551
1037491,356
103266,523
178469,551
1142741,551
521851,514
933988,552
994379,513
103266,489
718487,368
1484940,490
1130133,518
953681,515
913445,749
192869,366
1002402,490
709235,551
668635,357
846054,515
992932,519
187865,776
1018699,368
1071142,552
708849,366
751481,361
1019336,523
1018821,523
1012955,502
968506,551
1018687,357
1015116,356
716135,752
1232756,752
745388,362
1130265,523
764839,745
973056,489
734554,490
1094584,507
727592,659
1019323,514
1078186,504
199844,363
1320160,551
1608160,551
1182186,519
1799429,840
170927,551
1771565,840
751391,490
992888,516
216743,489
729568,523
176280,517
210517,750
640900,523
966673,365
1018184,523
190507,489
992129,551
1019678,515
460379,750
1074131,551
211623,515
1484823,741
1084241,551
1577497,570
394316,523
1575846,504
769126,489
1475847,791
722475,489
706132,515
1019704,368
706930,367
1018886,368
1130318,368
1005479,502
688832,551
190507,551
1422484,764
2069075,570
1265672,504
1116603,357
202668,570
1494436,514
1095084,523
1247287,809
1799435,840
588383,552
1019625,511
1596147,502
717981,489
1264881,755
1094528,356
720877,363
424691,368
1129812,357
690441,569
1267820,566
694934,515
1139517,514
740151,508
983011,551
722540,551
719117,553
895484,358
1308352,572
1021404,507
1484616,776
934023,514
1485120,551
692648,523
962640,363
1074253,515
356693,523
1067900,519
1019964,507
974492,502
155410,489
1596150,508
1594747,566
1320113,551
712426,489
686001,551
1071696,571
1424714,757
209767,552
730638,776
1649697,764
1071196,490
184026,502
1485246,361
212309,363
165514,489
1485235,489
1649070,516
1097159,356
960324,359
207702,489
183110,523
317610,776
713225,357
711618,551
1017561,363
719111,551
695204,563
978922,523
1015102,566
1485224,508
929554,509
1145946,551
53594,361
1006946,515
1327631,1144
1097070,489
720741,516
1016623,514
1017956,518
1020272,552
1021460,511
1141246,776
182990,523
1279418,570
206880,551
1084527,566
1505130,777
596473,791
180158,551
690809,552
1097817,551
1397772,750
732589,562
182990,489
1341489,551
344644,659
1000186,518
196160,366
167283,745
1388441,357
2076325,507
1320446,551
1660179,569
1726319,794
708419,366
1525315,361
1353272,566
1061370,358
1097195,515
1596148,570
784496,551
1020508,507
1481797,566
1195957,504
1544348,514
824245,551
195394,551
1126690,523
940868,489
729165,514
1126690,489
178125,551
1019451,490
1799444,840
1569688,566
1096339,366
1491160,551
1190440,566
735976,1100
1021563,513
1024606,523
1016118,514
1035506,504
101642,504
1029611,489
707713,515
1146844,551
1569467,571
208250,508
739754,367
420762,551
1082293,490
175203,745
103596,516
1349890,794
1004484,357
208313,551
744627,504
1095448,517
1020925,514
1191580,679
966282,552
168342,551
1082238,490
1008181,551
856156,502
225395,551
170398,519
932828,551
1485726,551
966622,523
707274,519
928995,518
990321,364
1020724,490
1398504,566
685289,515
603260,752
1083444,519
1456287,514
1021174,368
931597,489
1013825,368
1021021,490
177918,516
1020274,515
933981,515
1013576,490
1036166,504
1083475,504
723866,489
721906,519
188974,523
792144,489
730589,518
1084363,551
1080196,507
1268813,572
992987,551
594378,519
1703454,672
1017888,356
1020294,515
1011523,517
972215,490
186938,776
690243,551
707124,551
695680,515
107065,551
1018038,507
404694,566
1115374,551
992997,356
738854,368
1022250,514
1022809,514
729204,757
736438,489
1166210,502
200695,519
684211,368
1168950,569
929430,490
536435,566
1177424,551
465525,367
646571,551
1097644,504
1097648,489
1660351,504
1097668,551
1015414,489
917648,514
1456818,551
665238,368
970344,508
970344,489
1021375,358
1021265,507
706186,366
996387,508
974467,515
879058,571
701071,366
1018243,509
1021259,517
167818,517
196861,514
1022023,502
1680879,566
992109,515
1754570,764
1023218,363
428386,745
1015568,513
719654,777
1541406,562
1086162,504
1021693,502
171155,515
1124468,551
330740,356
950511,516
188966,502
1173156,508
1022317,523
915836,366
970344,511
330740,361
105701,745
952386,515
163893,361
990375,523
1096044,507
936927,551
643820,363
204075,357
1117377,551
1680908,504
177228,551
1229212,551
1013235,515
709836,523
1360174,566
1022139,368
1022364,514
1116857,551
1116880,490
1018982,523
1069112,749
698401,366
1052846,489
995871,776
718453,367
696311,514
967977,765
714674,513
1097685,523
1097689,551
1129442,551
583268,357
1059820,519
714445,757
1107636,750
1014925,358
1022598,514
1378726,489
213745,357
422924,551
1131649,777
167802,362
103847,515
970344,514
1144826,566
1485927,551
1019066,515
1022035,357
1014747,502
1097874,551
993695,490
1020827,490
1754593,809
690593,777
709616,519
1017701,514
946472,366
710253,552
212309,511
1510594,551
1036900,569
1085425,504
1183442,569
1098169,514
455221,566
731530,829
706828,777
180948,757
1651620,502
1094395,551
1019074,490
697517,523
697517,519
1910493,840
180386,553
1143151,490
1799507,566
1093208,511
1900819,814
1141917,568
1225667,551
202496,551
708355,515
740767,515
1268989,551
1098021,519
1191673,551
1021986,357
1129257,514
577736,366
1022100,507
1484068,514
738426,523
694670,515
1149066,750
1097962,551
929713,490
1083831,551
466662,523
104747,516
1135340,571
1098375,356
1094980,551
1484940,566
167981,515
1185704,777
1186268,749
934516,551
1050532,777
1018165,518
694850,523
562555,523
1510607,357
1792851,794
1097991,357
210746,777
1029696,750
1145946,514
188127,366
992470,489
904273,502
1110902,551
735776,551
1117532,551
727588,659
1660400,794
1578066,551
1002089,514
1022427,367
1021996,363
704954,489
286479,357
719948,551
1024160,777
1063271,490
1135232,679
1594932,753
1129676,551
179561,551
1016727,515
1021961,515
1022130,489
1129833,551
678740,356
189733,514
491321,551
1083618,507
1097680,551
1083709,552
908856,519
1130624,551
955210,551
1373788,745
1076787,508
181381,504
1014845,523
778977,515
109035,551
187305,367
1568431,564
1098235,552
1116611,551
175538,516
1029406,515
1091550,490
1162825,507
1300278,516
1145946,777
1122440,502
203333,519
721491,489
720610,553
190687,516
912768,368
1083951,551
1012801,519
1130809,490
1060254,490
1086184,514
162000,745
723069,509
540891,516
1743701,562
1117339,515
1036326,551
1143021,569
716971,551
690485,551
1649255,794
677628,519
1140635,572
178896,517
1129975,503
1098235,777
1084363,515
714851,551
744678,515
179103,551
1088081,502
1000232,489
1098269,552
189670,551
1098291,551
105414,552
1118567,551
713006,551
948229,516
954578,777
1772090,504
1117057,551
993852,502
1088589,507
1093272,502
731167,551
1150349,357
822171,523
1036469,514
1130785,363
1085046,357
943476,551
1038625,909
706424,551
1130620,551
1052846,515
934346,489
1001672,514
1029696,551
735216,572
421731,523
1059986,551
702745,366
725479,490
1131622,569
1130754,551
824350,566
694889,777
710032,519
1143153,551
990141,515
1012691,523
1866164,757
187835,515
1023122,517
765702,523
170577,356
1023049,490
953396,490
1130479,489
1906133,840
719638,518
915828,551
1142258,572
744025,502
1276389,502
989160,503
1596239,551
1117159,504
1300983,777
702551,515
1130766,514
1023472,518
729395,361
820477,523
191974,562
1117121,363
1117457,362
1125763,516
1125833,551
213842,551
194822,504
199844,552
1118004,515
732199,551
976037,523
586678,515
1083823,551
1005278,490
1111618,551
1832438,659
718475,552
1143058,551
2076579,776
1382539,570
1145145,571
1754645,749
735090,366
204010,777
1022678,489
1041365,551
1661007,507
1120500,551
1463011,503
1269796,757
1125688,551
414159,514
1242132,744
463921,490
1096360,552
1098106,777
1180242,566
775395,508
1023968,489
1014794,489
1005525,515
1053739,514
723933,1144
1117628,504
985422,363
1120685,519
1910769,794
1772301,502
1086476,551
726848,516
1126081,551
1126262,551
1116138,551
1115570,551
715529,568
695012,551
729843,509
1117621,551
2069248,507
184796,515
1024339,368
697767,551
1084526,551
1768750,794
690809,523
1024019,503
1017038,519
1021861,840
1366391,566
729843,516
702123,569
1742253,562
1084950,507
179739,551
742657,502
702847,553
218060,551
718113,562
174698,519
189622,516
1131088,551
1083901,490
174360,515
369234,515
1150680,777
1019660,515
718698,523
1137122,513
189054,551
1086498,551
1754677,503
704985,566
706732,840
1085364,489
159775,363
696020,551
195829,523
1494654,551
1047158,551
207375,516
174805,515
205291,367
1660966,566
634760,514
1076978,551
1070061,572
1085516,490
178006,551
912916,356
1023931,507
1042286,502
1866938,1145
912768,523
163807,750
958497,523
1140400,504
1658187,504
1080673,513
1098269,514
936320,777
1180296,745
1078757,490
1843835,490
1130170,489
716796,552
1088085,551
206548,523
1068388,514
1085034,518
912939,810
611703,840
190024,562
829587,551
717095,515
1085039,518
731775,517
1060733,551
775395,367
918189,513
187457,519
433870,489
1024283,511
1083824,515
1032213,514
680688,523
1016229,551
843404,356
185650,777
